Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,111.760002,113.239998,110.879997,112.529999,107.116447,119359500
2019-03-04,113.019997,113.250000,108.800003,110.510002,105.193604,111990700
2019-03-11,110.989998,117.250000,110.980003,115.910004,110.333847,173582600
2019-03-18,116.169998,120.820000,116.050003,117.050003,111.418999,160388500
2019-03-25,116.559998,118.709999,115.519997,117.940002,112.266190,119632800
2019-04-01,118.949997,120.430000,118.099998,119.889999,114.122368,99731100
2019-04-08,119.809998,120.980003,118.580002,120.949997,115.131371,83159600
2019-04-15,120.940002,123.519997,120.099998,123.370003,117.434959,77156300
2019-04-22,122.620003,131.369995,122.570000,129.889999,123.641319,132620000
2019-04-29,129.899994,130.699997,125.519997,128.899994,122.698898,119573700
2019-05-06,126.389999,128.559998,123.570000,127.129997,121.014076,146827400
2019-05-13,124.110001,130.460007,123.040001,128.070007,121.908859,139816600
2019-05-20,126.519997,128.240005,124.739998,126.239998,120.611694,92123900
2019-05-27,126.980003,128.000000,123.320000,123.680000,118.165833,89367900
2019-06-03,123.849998,132.250000,119.010002,131.399994,125.541649,147636900
2019-06-10,132.399994,134.240005,130.710007,132.449997,126.544800,102505800
2019-06-17,132.630005,137.729996,132.529999,136.970001,130.863266,133967200
2019-06-24,137.000000,138.399994,132.729996,133.960007,127.987534,124214400
2019-07-01,136.630005,137.740005,134.970001,137.059998,130.949295,69621700
2019-07-08,136.399994,139.220001,135.369995,138.899994,132.707245,102201900
2019-07-15,139.440002,140.669998,134.669998,136.619995,130.528946,138962800
2019-07-22,137.410004,141.679993,137.330002,141.339996,135.038467,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,130.796432,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,131.570328,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,130.060776,130689700
2019-08-19,137.850006,139.490005,132.800003,133.389999,127.867302,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,132.152222,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,133.340912,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,131.634644,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,133.666855,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,132.027618,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,132.401489,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,133.896851,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,131.720886,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,134.903427,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,137.769623,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,139.916870,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,143.760864,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,143.396591,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,145.606277,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,145.962158,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,148.636124,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,151.406265,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,152.897156,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,152.570114,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,155.186386,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,160.726700,124758900
2020-01-20,166.679993,168.190002,164.449997,165.039993,158.745270,98254900
2020-01-27,161.149994,174.050003,160.199997,170.229996,163.737320,179472700
2020-02-03,170.429993,185.630005,170.399994,183.889999,176.876297,167007100
2020-02-10,183.580002,190.699997,181.850006,185.350006,178.280624,194512400
2020-02-17,185.610001,188.179993,177.250000,178.589996,171.778442,143224700
2020-02-24,167.770004,174.839996,152.000000,162.009995,156.256454,382778100
2020-03-02,165.309998,175.000000,156.000000,161.570007,155.832062,313160600
2020-03-09,151.000000,161.910004,138.580002,158.830002,153.189362,378099100
2020-03-16,140.000000,150.149994,135.000000,137.350006,132.472214,421347800
2020-03-23,137.009995,156.660004,132.520004,149.699997,144.383636,358740500
2020-03-30,152.440002,164.779999,150.009995,153.830002,148.366959,290191400
2020-04-06,160.320007,170.000000,157.580002,165.139999,159.275284,229584000
2020-04-13,164.350006,180.000000,162.300003,178.600006,172.257263,238965600
2020-04-20,176.630005,178.750000,166.110001,174.550003,168.351105,194561900
2020-04-27,176.589996,180.399994,169.389999,174.570007,168.370438,212120100
2020-05-04,174.490005,185.000000,173.800003,184.679993,178.121353,158545200
2020-05-11,183.149994,187.509995,175.679993,183.160004,176.655334,196126700
2020-05-18,185.750000,186.669998,182.539993,183.509995,176.992889,143271300
2020-05-25,186.339996,186.500000,176.600006,183.250000,177.234390,151531300
2020-06-01,182.539993,187.729996,181.350006,187.199997,181.054703,149383400
2020-06-08,185.940002,198.520004,184.440002,187.740005,181.576981,203096100
2020-06-15,184.580002,199.289993,184.009995,195.149994,188.743729,168517400
2020-06-22,195.789993,203.949997,194.880005,196.330002,189.885025,182956600
2020-06-29,195.779999,208.020004,193.550003,206.259995,199.489014,122388900
2020-07-06,208.830002,216.380005,207.990005,213.669998,206.655762,158397600
2020-07-13,214.479996,215.800003,201.389999,202.880005,196.219971,169482800
2020-07-20,205.000000,213.940002,197.509995,201.300003,194.691849,231764900
2020-07-27,201.470001,205.100006,199.009995,205.009995,198.280060,149168500
2020-08-03,211.520004,217.639999,210.309998,212.479996,205.504822,217546700
2020-08-10,211.669998,211.880005,203.139999,208.899994,202.042358,141723900
2020-08-17,209.600006,216.250000,208.910004,213.020004,206.027130,132379400
2020-08-24,214.789993,231.149994,212.429993,228.910004,221.930664,171999700
2020-08-31,227.000000,232.860001,205.190002,214.250000,207.717651,206644900
2020-09-07,206.500000,214.839996,201.240005,204.029999,197.809235,167684900
2020-09-14,204.240005,210.649994,196.250000,200.389999,194.280197,167764400
2020-09-21,197.190002,209.039993,196.380005,207.820007,201.483688,164800400
2020-09-28,210.880005,213.990005,205.539993,206.190002,199.903351,150369100
2020-10-05,207.220001,215.860001,204.820007,215.809998,209.230087,121950800
2020-10-12,218.789993,225.210007,216.009995,219.660004,212.962692,141624900
2020-10-19,220.419998,222.300003,211.699997,216.229996,209.637253,114335300
2020-10-26,213.850006,216.339996,199.619995,202.470001,196.296814,193393800
2020-11-02,204.289993,224.360001,200.119995,223.720001,216.898880,161978000
2020-11-09,224.440002,228.119995,209.720001,216.509995,209.908752,158095900
2020-11-16,214.869995,217.740005,209.929993,210.389999,203.975372,125116000
2020-11-23,210.949997,216.270004,208.160004,215.229996,209.214066,95188300
2020-11-30,214.100006,217.320007,210.839996,214.360001,208.368362,137480700
2020-12-07,214.369995,216.949997,209.110001,213.259995,207.299133,138057400
2020-12-14,213.100006,220.889999,212.240005,218.589996,212.480164,186693000
2020-12-21,217.550003,225.630005,217.279999,222.750000,216.523865,89044300
2020-12-28,224.449997,227.179993,219.679993,222.419998,216.203110,76551100
2021-01-04,222.529999,223.000000,211.940002,219.619995,213.481369,147534500
2021-01-11,218.470001,218.910004,212.029999,212.649994,206.706161,127595000
2021-01-18,213.750000,230.070007,212.630005,225.949997,219.634415,129140300
2021-01-25,229.119995,242.639999,224.220001,231.960007,225.476440,243806600
2021-02-01,235.059998,245.089996,232.429993,242.199997,235.430237,129739500
2021-02-08,243.149994,245.919998,240.809998,244.990005,238.142242,100275800
2021-02-15,245.029999,246.130005,240.179993,240.970001,234.234619,90570200
2021-02-22,237.419998,237.929993,227.880005,232.380005,226.404953,170376700
2021-03-01,235.899994,237.470001,224.259995,231.600006,225.644989,168766600
2021-03-08,231.369995,239.169998,227.130005,235.750000,229.688309,150656000
2021-03-15,234.960007,240.059998,229.350006,230.350006,224.427170,164952900
2021-03-22,230.270004,241.050003,230.139999,236.479996,230.399521,146927300
2021-03-29,236.589996,242.839996,231.100006,242.350006,236.118622,123981000
2021-04-05,242.759995,255.990005,242.699997,255.850006,249.271500,130514300
2021-04-12,254.710007,261.000000,254.619995,260.739990,254.035721,124563200
2021-04-19,260.190002,261.779999,255.639999,261.149994,254.435150,114031400
2021-04-26,261.660004,263.190002,249.000000,252.179993,245.695816,169214700
2021-05-03,253.399994,254.350006,244.690002,252.460007,245.968643,127808000
2021-05-10,250.869995,251.729996,238.070007,248.149994,241.769440,153151300
2021-05-17,246.550003,248.330002,238.600006,245.169998,238.866089,114541800
