Date,Open,High,Low,Close,Adj Close,Volume
2021-05-24,247.789993,252.940002,247.509995,249.679993,243.821823,99583800
2021-05-31,251.229996,251.649994,243.000000,250.789993,244.905792,93208800
2021-06-07,249.979996,258.489990,249.809998,257.890015,251.839218,107035100
2021-06-14,257.899994,262.299988,254.419998,259.429993,253.343094,129177100
2021-06-21,259.820007,267.850006,257.920013,265.019989,258.801971,117966900
2021-06-28,266.190002,278.000000,265.910004,277.649994,271.135620,104367600
2021-07-05,278.029999,280.690002,274.299988,277.940002,271.418762,103360900
2021-07-12,279.160004,284.100006,276.579987,280.750000,274.162842,116956500
2021-07-19,278.929993,289.989990,274.450012,289.670013,282.873535,129711800
2021-07-26,289.000000,290.149994,282.950012,284.910004,278.225311,129460200
2021-08-02,286.359985,289.630005,283.739990,289.459991,282.668488,80827200
2021-08-09,289.750000,292.899994,285.200012,292.850006,285.979004,81500400
2021-08-16,293.190002,305.839996,288.640015,304.359985,297.218872,135064000
2021-08-23,303.250000,305.649994,296.829987,299.720001,293.248108,101283900
2021-08-30,301.119995,305.190002,300.179993,301.140015,294.637451,92650700
2021-09-06,301.010010,302.140015,295.380005,295.709991,289.324677,71787600
2021-09-13,297.549988,305.320007,294.079987,299.869995,293.394806,134785900
2021-09-20,296.329987,300.899994,289.519989,299.350006,292.886078,120872700
2021-09-27,296.140015,296.470001,281.290009,289.100006,282.857422,155541500
2021-10-04,287.399994,296.640015,280.250000,294.850006,288.483246,122462500
2021-10-11,292.920013,304.450012,292.350006,304.209991,297.641113,113336700
2021-10-18,303.570007,311.089996,302.690002,309.160004,302.484283,91315900
2021-10-25,309.359985,332.000000,306.459991,331.619995,324.459290,159314400
2021-11-01,331.359985,338.790009,326.369995,336.059998,328.803406,121622700
2021-11-08,337.299988,338.720001,329.920013,336.720001,329.449188,108386100
2021-11-15,337.540009,345.100006,334.029999,343.109985,335.701141,101090100
2021-11-22,344.619995,349.670013,328.119995,329.679993,323.151276,107337200
2021-11-29,334.940002,339.279999,318.029999,323.010010,316.613342,177332000
2021-12-06,323.950012,343.000000,319.230011,342.540009,335.756683,146125400
2021-12-13,340.679993,343.790009,317.250000,323.799988,317.387726,191504300
2021-12-20,320.049988,336.390015,317.570007,334.690002,328.062073,97516400
2021-12-27,335.459991,344.299988,335.429993,336.320007,329.659821,84645800
2022-01-03,335.350006,338.000000,310.089996,314.040009,307.821014,173959800
2022-01-10,309.489990,323.410004,303.750000,310.200012,304.057007,193260900
2022-01-17,304.070007,313.910004,295.609985,296.029999,290.167664,181632200
2022-01-24,292.200012,308.500000,276.049988,308.260010,302.155487,352234000
2022-01-31,308.950012,315.119995,299.959991,305.940002,299.881409,202857400
2022-02-07,306.170013,311.929993,294.220001,295.040009,289.197296,176801000
2022-02-14,293.769989,300.869995,286.309998,287.929993,282.228088,160125500
2022-02-21,285.000000,297.630005,271.519989,297.309998,292.024872,169083700
2022-02-28,294.309998,303.130005,287.170013,289.859985,284.707336,157389300
2022-03-07,288.529999,289.690002,270.000000,280.070007,275.091370,184358500
2022-03-14,280.339996,301.000000,275.820007,300.429993,295.089478,176939300
2022-03-21,298.890015,305.500000,294.899994,303.679993,298.281647,128717300
2022-03-28,304.329987,315.950012,304.329987,309.420013,303.919647,148667800
2022-04-04,310.089996,315.109985,296.279999,296.970001,291.690918,143329800
2022-04-11,291.790009,292.609985,279.320007,279.829987,274.855591,115664800
2022-04-18,278.910004,293.299988,273.380005,274.029999,269.158722,124842800
2022-04-25,273.290009,290.980011,270.000000,277.519989,272.586670,216395500
2022-05-02,277.709991,290.880005,271.269989,274.730011,269.846283,175769700
2022-05-09,270.059998,273.750000,250.020004,261.119995,256.478210,221997200
2022-05-16,259.959991,268.329987,246.440002,252.559998,248.070404,164627300
2022-05-23,255.490005,273.339996,253.429993,273.239990,269.007843,142680100
2022-05-30,272.529999,277.690002,261.600006,270.019989,265.837738,135187100
2022-06-06,272.059998,274.179993,252.529999,252.990005,249.071518,120495800
2022-06-13,245.110001,255.300003,241.509995,247.649994,243.814209,184153000
2022-06-20,250.259995,267.980011,249.509995,267.700012,263.553711,115652800
2022-06-27,268.209991,268.299988,252.899994,259.579987,255.559418,126549000
2022-07-04,256.160004,269.059998,254.740005,267.660004,263.514313,87284100
2022-07-11,265.649994,266.529999,245.940002,256.720001,252.743729,139698000
2022-07-18,259.750000,265.329987,253.300003,260.359985,256.327393,113061900
2022-07-25,261.000000,282.000000,249.570007,280.739990,276.391663,172010100
2022-08-01,277.820007,283.799988,272.380005,282.910004,278.528076,102686000
2022-08-08,284.049988,291.910004,277.609985,291.910004,287.388733,109517800
2022-08-15,291.000000,294.179993,285.559998,286.149994,281.717926,92198200
2022-08-22,282.079987,282.459991,267.980011,268.089996,264.497833,104858200
2022-08-29,265.850006,267.399994,254.470001,256.059998,252.629044,114016200
2022-09-05,256.200012,265.230011,251.940002,264.459991,260.916504,87859500
2022-09-12,265.779999,267.450012,242.059998,244.740005,241.460754,147336700
2022-09-19,242.470001,247.660004,235.199997,237.919998,234.732101,147350000
2022-09-26,237.050003,242.330002,232.729996,232.899994,229.779358,146921600
2022-10-03,235.410004,250.580002,233.169998,234.240005,231.101440,142125400
2022-10-10,233.050003,237.240005,219.130005,228.559998,225.497528,154871900
2022-10-17,235.820007,243.929993,234.289993,242.119995,238.875839,122568300
2022-10-24,243.759995,251.039993,225.779999,235.869995,232.709564,223302200
2022-10-31,233.759995,235.740005,213.429993,221.389999,218.423599,170779600
2022-11-07,221.990005,247.990005,221.279999,247.110001,243.798965,170431600
2022-11-14,241.990005,247.000000,237.630005,241.220001,237.987915,137343700
2022-11-21,241.429993,248.699997,240.710007,247.490005,244.862015,74769700
2022-11-28,246.080002,256.119995,238.210007,255.020004,252.312057,137898700
2022-12-05,252.009995,253.820007,242.210007,245.419998,242.813980,109602000
2022-12-12,247.449997,263.920013,243.509995,244.690002,242.091736,229935300
2022-12-19,244.860001,245.619995,233.869995,238.729996,236.195023,128396500
2022-12-26,238.699997,241.919998,234.169998,239.820007,237.273453,75854900
2023-01-02,243.080002,245.750000,219.350006,224.929993,222.541550,159562600
2023-01-09,226.449997,239.899994,226.410004,239.229996,236.689713,131675800
2023-01-16,237.970001,242.380005,230.679993,240.220001,237.669189,123872800
2023-01-23,241.100006,249.830002,230.899994,248.160004,245.524887,198648400
2023-01-30,244.509995,264.690002,242.199997,258.350006,255.606689,152686100
2023-02-06,257.440002,276.760010,254.779999,263.100006,260.306213,196239000
2023-02-13,267.640015,274.970001,256.000000,258.059998,255.319778,170204900
2023-02-20,254.479996,256.839996,248.100006,249.220001,247.191223,105098500
2023-02-27,252.460007,255.619995,245.610001,255.289993,253.211807,126814600
2023-03-06,256.429993,260.119995,247.600006,248.589996,246.566360,117910500
2023-03-13,247.399994,283.329987,245.729996,279.429993,277.155273,237284200
2023-03-20,276.980011,281.059998,269.519989,280.570007,278.286041,177681500
2023-03-27,280.500000,289.269989,272.049988,288.299988,285.953094,131625200
2023-04-03,286.519989,292.079987,282.029999,291.600006,289.226257,102542700
2023-04-10,289.209991,289.899994,281.640015,286.140015,283.810699,122993600
2023-04-17,289.929993,291.760010,283.059998,285.760010,283.433777,106069100
2023-04-24,282.089996,308.929993,275.369995,307.260010,304.758789,219891700
2023-05-01,306.970001,311.970001,303.399994,310.649994,308.121155,120760400
2023-05-08,310.130005,313.000000,306.089996,308.970001,306.454865,124175700
2023-05-15,309.100006,319.040009,307.589996,318.339996,315.748566,122187300
2023-05-22,318.600006,333.399994,312.609985,332.890015,330.901947,158230100
2023-05-29,335.230011,337.500000,324.720001,335.399994,333.396881,128091600
2023-06-05,335.220001,338.559998,322.500000,326.790009,324.838348,128213000
2023-06-12,328.579987,351.470001,325.160004,342.329987,340.285522,158648100
2023-06-19,339.309998,342.079987,332.070007,335.019989,333.019165,98134700
2023-06-26,333.720001,342.730011,328.489990,340.540009,338.506226,109955000
2023-07-03,339.190002,342.989990,334.730011,337.220001,335.206055,80027600
2023-07-10,334.600006,351.429993,327.000000,345.239990,343.178131,138354300
2023-07-17,345.679993,366.779999,339.829987,343.769989,341.716919,228116800
2023-07-24,345.850006,351.890015,329.049988,338.369995,336.349182,194819700
2023-07-31,336.920013,338.540009,325.950012,327.779999,325.822418,113500600
2023-08-07,328.369995,331.109985,319.209991,321.010010,319.092865,106898700
2023-08-14,321.390015,325.089996,311.549988,316.480011,314.589905,102503300
2023-08-21,317.929993,332.980011,317.040009,322.980011,321.730835,106273900
2023-08-28,325.660004,331.989990,321.720001,328.660004,327.388855,90657400
2023-09-04,329.000000,336.160004,328.660004,334.269989,332.977142,74000800
2023-09-11,337.239990,340.859985,329.649994,330.220001,328.942810,108627100
2023-09-18,327.799988,330.399994,315.000000,317.010010,315.783936,111754000
2023-09-25,316.589996,319.470001,309.450012,315.750000,314.528809,107367600
2023-10-02,316.279999,329.190002,311.209991,327.260010,325.994293,104934700
2023-10-09,324.750000,333.829987,323.179993,327.730011,326.462494,100897000
2023-10-16,331.049988,336.880005,325.450012,326.670013,325.406586,113714800
2023-10-23,325.470001,346.200012,324.390015,329.809998,328.534424,178267100
2023-10-30,333.410004,354.390015,331.829987,352.799988,351.435486,119224300
2023-11-06,353.450012,370.100006,353.350006,369.670013,368.240265,129319400
2023-11-13,368.220001,376.350006,365.899994,369.850006,368.419556,141869800
2023-11-20,371.220001,379.790009,371.000000,377.429993,376.733307,114410100
2023-11-27,376.779999,384.299988,371.309998,374.510010,373.818726,135170500
2023-12-04,369.100006,374.459991,362.899994,374.230011,373.539246,119574100
2023-12-11,368.480011,377.640015,364.130005,370.730011,370.045715,205258300
2023-12-18,369.450012,376.029999,368.679993,374.579987,373.888580,103522400
2023-12-25,375.000000,377.160004,372.809998,376.040009,375.345886,60628500
2024-01-01,373.859985,375.899994,366.500000,367.750000,367.071198,90230600
2024-01-08,369.299988,390.679993,369.010010,388.470001,387.752960,118974700
2024-01-15,393.660004,398.670013,384.809998,398.670013,397.934143,102100500
2024-01-22,400.019989,407.010010,393.589996,403.929993,403.184418,111234300
2024-01-29,406.059998,415.320007,397.209991,411.220001,410.460968,164761600
2024-02-05,409.899994,420.820007,402.910004,420.549988,419.773712,109333500
2024-02-12,420.559998,420.739990,403.390015,404.059998,403.314178,113535600
2024-02-19,403.239990,415.859985,397.220001,410.339996,410.339996,86233700
