Fecha;Risk_Free;;;
27/01/2021;5.9794;;;
26/01/2021;5.8861;;;
25/01/2021;5.8968;;;
22/01/2021;5.8248;;;
21/01/2021;5.7907;;;
20/01/2021;5.7878;;;
19/01/2021;5.7835;;;
18/01/2021;5.8073;;;
15/01/2021;5.7785;;;
14/01/2021;5.7618;;;
13/01/2021;5.7839;;;
12/01/2021;5.7604;;;
11/01/2021;5.6772;;;
8/01/2021;5.6761;;;
7/01/2021;5.6573;;;
6/01/2021;5.6305;;;
5/01/2021;5.6058;;;
4/01/2021;5.6012;;;
1/01/2021;5.648;;;
31/12/2020;5.6458;;;
30/12/2020;5.6505;;;
29/12/2020;5.6663;;;
28/12/2020;5.6824;;;
25/12/2020;5.6703;;;
24/12/2020;5.673;;;
23/12/2020;5.671;;;
22/12/2020;5.6356;;;
21/12/2020;5.6304;;;
18/12/2020;5.6375;;;
17/12/2020;5.7256;;;
16/12/2020;5.7596;;;
15/12/2020;5.7656;;;
14/12/2020;5.7546;;;
11/12/2020;5.7604;;;
10/12/2020;5.7606;;;
9/12/2020;5.7267;;;
8/12/2020;5.7328;;;
7/12/2020;5.7343;;;
4/12/2020;5.7018;;;
3/12/2020;5.7097;;;
2/12/2020;5.7779;;;
1/12/2020;5.7756;;;
30/11/2020;5.786;;;
27/11/2020;5.8079;;;
26/11/2020;5.7965;;;
25/11/2020;5.8031;;;
24/11/2020;5.7814;;;
23/11/2020;5.7925;;;
20/11/2020;5.8125;;;
19/11/2020;5.8341;;;
18/11/2020;5.8178;;;
17/11/2020;5.8544;;;
16/11/2020;5.8104;;;
13/11/2020;5.8086;;;
12/11/2020;5.7997;;;
11/11/2020;5.9355;;;
10/11/2020;5.8957;;;
9/11/2020;5.7795;;;
6/11/2020;5.7998;;;
5/11/2020;5.8492;;;
4/11/2020;5.9853;;;
3/11/2020;6.1012;;;
2/11/2020;6.0361;;;
30/10/2020;6.0337;;;
29/10/2020;6.0475;;;
28/10/2020;6.0778;;;
27/10/2020;6.0274;;;
26/10/2020;6.1026;;;
23/10/2020;6.0558;;;
22/10/2020;6.0295;;;
21/10/2020;6.0055;;;
20/10/2020;5.9413;;;
19/10/2020;5.9363;;;
16/10/2020;5.907;;;
15/10/2020;5.9265;;;
14/10/2020;5.857;;;
13/10/2020;5.895;;;
12/10/2020;5.902;;;
9/10/2020;5.9012;;;
8/10/2020;5.9696;;;
7/10/2020;6.0021;;;
6/10/2020;5.9922;;;
5/10/2020;5.967;;;
2/10/2020;5.9579;;;
1/10/2020;5.9724;;;
30/09/2020;5.9428;;;
29/09/2020;5.9857;;;
28/09/2020;5.9709;;;
25/09/2020;6.0058;;;
24/09/2020;5.9435;;;
23/09/2020;5.9568;;;
22/09/2020;5.8723;;;
21/09/2020;5.8075;;;
18/09/2020;5.6942;;;
17/09/2020;5.6212;;;
16/09/2020;5.6056;;;
15/09/2020;5.567;;;
14/09/2020;5.6009;;;
11/09/2020;5.5925;;;
10/09/2020;5.5768;;;
9/09/2020;5.5584;;;
8/09/2020;5.6126;;;
7/09/2020;5.6036;;;
4/09/2020;5.5927;;;
3/09/2020;5.5729;;;
2/09/2020;5.5188;;;
1/09/2020;5.6046;;;
31/08/2020;5.8906;;;
28/08/2020;6.0527;;;
27/08/2020;6.0534;;;
26/08/2020;6.0809;;;
25/08/2020;6.0069;;;
24/08/2020;6.0117;;;
21/08/2020;5.9604;;;
20/08/2020;5.9074;;;
19/08/2020;5.9099;;;
18/08/2020;5.9064;;;
17/08/2020;6.0109;;;
14/08/2020;6.0091;;;
13/08/2020;5.9925;;;
12/08/2020;5.9957;;;
11/08/2020;5.7607;;;
10/08/2020;5.7958;;;
7/08/2020;5.9033;;;
6/08/2020;5.9054;;;
5/08/2020;5.9667;;;
4/08/2020;6.0582;;;
3/08/2020;6.171;;;
31/07/2020;6.1834;;;
30/07/2020;6.2003;;;
29/07/2020;6.2157;;;
28/07/2020;6.234;;;
27/07/2020;6.2726;;;
24/07/2020;6.3027;;;
23/07/2020;6.3215;;;
22/07/2020;6.2872;;;
21/07/2020;6.2789;;;
20/07/2020;6.2944;;;
17/07/2020;6.2928;;;
16/07/2020;6.2836;;;
15/07/2020;6.2319;;;
14/07/2020;6.2741;;;
13/07/2020;6.2443;;;
10/07/2020;6.3257;;;
9/07/2020;6.4152;;;
8/07/2020;6.5046;;;
7/07/2020;6.4538;;;
6/07/2020;6.3763;;;
3/07/2020;6.3877;;;
2/07/2020;6.535;;;
1/07/2020;6.6275;;;
30/06/2020;6.6539;;;
29/06/2020;6.7615;;;
26/06/2020;6.7587;;;
25/06/2020;6.725;;;
24/06/2020;6.7117;;;
23/06/2020;6.5323;;;
22/06/2020;6.5286;;;
19/06/2020;6.5258;;;
18/06/2020;6.5619;;;
17/06/2020;6.7024;;;
16/06/2020;6.7804;;;
15/06/2020;6.5565;;;
12/06/2020;6.5549;;;
11/06/2020;6.7021;;;
10/06/2020;6.3737;;;
9/06/2020;6.2579;;;
8/06/2020;6.2423;;;
5/06/2020;6.2608;;;
4/06/2020;6.3398;;;
3/06/2020;6.2258;;;
2/06/2020;6.1682;;;
1/06/2020;6.2277;;;
29/05/2020;6.2497;;;
28/05/2020;5.945;;;
27/05/2020;5.8769;;;
26/05/2020;5.9775;;;
25/05/2020;6.121;;;
22/05/2020;6.1191;;;
21/05/2020;6.2374;;;
20/05/2020;6.0918;;;
19/05/2020;6.3053;;;
18/05/2020;6.2181;;;
15/05/2020;6.1779;;;
14/05/2020;6.1738;;;
13/05/2020;6.2124;;;
12/05/2020;6.3429;;;
11/05/2020;6.4159;;;
8/05/2020;6.1485;;;
7/05/2020;6.6814;;;
6/05/2020;6.7286;;;
5/05/2020;6.7285;;;
4/05/2020;6.9921;;;
1/05/2020;7.075;;;
30/04/2020;7.0771;;;
29/04/2020;7.0152;;;
28/04/2020;7.0718;;;
27/04/2020;7.1988;;;
24/04/2020;7.2206;;;
23/04/2020;7.1316;;;
22/04/2020;7.1748;;;
21/04/2020;7.16;;;
20/04/2020;6.9982;;;
17/04/2020;6.9278;;;
16/04/2020;7.1329;;;
15/04/2020;7.0596;;;
14/04/2020;7.4055;;;
13/04/2020;7.7866;;;
10/04/2020;7.8699;;;
9/04/2020;7.8679;;;
8/04/2020;7.8713;;;
7/04/2020;7.848;;;
6/04/2020;8.1021;;;
3/04/2020;7.0258;;;
2/04/2020;6.9917;;;
1/04/2020;6.984;;;
31/03/2020;7.1397;;;
30/03/2020;7.0967;;;
27/03/2020;8.3746;;;
26/03/2020;8.4243;;;
25/03/2020;7.7814;;;
24/03/2020;8.4357;;;
23/03/2020;8.1904;;;
20/03/2020;8.1959;;;
19/03/2020;8.1846;;;
18/03/2020;8.1814;;;
17/03/2020;8.9076;;;
16/03/2020;7.5265;;;
13/03/2020;7.9957;;;
12/03/2020;7.181;;;
11/03/2020;7.2511;;;
10/03/2020;6.6098;;;
9/03/2020;5.8138;;;
6/03/2020;5.8261;;;
5/03/2020;5.7458;;;
4/03/2020;5.7074;;;
3/03/2020;5.9088;;;
2/03/2020;5.983;;;
28/02/2020;6.0383;;;
27/02/2020;5.7744;;;
26/02/2020;5.7618;;;
25/02/2020;5.7112;;;
24/02/2020;5.7146;;;
21/02/2020;5.7929;;;
20/02/2020;5.7948;;;
19/02/2020;5.7396;;;
18/02/2020;5.748;;;
17/02/2020;5.7143;;;
14/02/2020;5.7311;;;
13/02/2020;5.7355;;;
12/02/2020;5.7258;;;
11/02/2020;5.7585;;;
10/02/2020;5.7586;;;
7/02/2020;5.8032;;;
6/02/2020;5.7813;;;
5/02/2020;5.8426;;;
4/02/2020;5.8703;;;
3/02/2020;5.7926;;;
31/01/2020;5.7696;;;
30/01/2020;5.9089;;;
29/01/2020;5.8632;;;
28/01/2020;5.9241;;;
27/01/2020;5.9345;;;
24/01/2020;5.8904;;;
23/01/2020;5.9463;;;
22/01/2020;5.9327;;;
21/01/2020;6.017;;;
20/01/2020;6.0524;;;
17/01/2020;6;;;
16/01/2020;6.0122;;;
15/01/2020;6.0258;;;
14/01/2020;6.0879;;;
13/01/2020;6.0868;;;
10/01/2020;6.059;;;
9/01/2020;6.079;;;
8/01/2020;6.2082;;;
7/01/2020;6.279;;;
6/01/2020;6.3226;;;
3/01/2020;6.3216;;;
2/01/2020;6.3003;;;
1/01/2020;6.2924;;;
31/12/2019;6.291;;;
30/12/2019;6.2924;;;
27/12/2019;6.2909;;;
26/12/2019;6.2863;;;
25/12/2019;6.2859;;;
24/12/2019;6.2857;;;
23/12/2019;6.2635;;;
20/12/2019;6.2637;;;
19/12/2019;6.2537;;;
18/12/2019;6.2182;;;
17/12/2019;6.2016;;;
16/12/2019;6.1855;;;
13/12/2019;6.1902;;;
12/12/2019;6.1839;;;
11/12/2019;6.1757;;;
10/12/2019;6.2566;;;
9/12/2019;6.211;;;
6/12/2019;6.2665;;;
5/12/2019;6.2594;;;
4/12/2019;6.2758;;;
3/12/2019;6.3885;;;
2/12/2019;6.4184;;;
29/11/2019;6.4528;;;
28/11/2019;6.4539;;;
27/11/2019;6.4528;;;
26/11/2019;6.3899;;;
25/11/2019;6.4517;;;
22/11/2019;6.2738;;;
21/11/2019;6.2056;;;
20/11/2019;6.2336;;;
19/11/2019;6.2541;;;
18/11/2019;6.2647;;;
15/11/2019;6.2252;;;
14/11/2019;6.2333;;;
13/11/2019;6.2702;;;
12/11/2019;6.2555;;;
11/11/2019;6.1162;;;
8/11/2019;6.1152;;;
7/11/2019;6.0729;;;
6/11/2019;6.0217;;;
5/11/2019;6.0126;;;
4/11/2019;5.967;;;
1/11/2019;5.9661;;;
31/10/2019;5.9508;;;
30/10/2019;6.0384;;;
29/10/2019;6.0174;;;
28/10/2019;5.9755;;;
25/10/2019;5.9722;;;
24/10/2019;5.977;;;
23/10/2019;6.0321;;;
22/10/2019;6.0342;;;
21/10/2019;6.0228;;;
18/10/2019;5.9886;;;
17/10/2019;5.9874;;;
16/10/2019;6.0109;;;
15/10/2019;5.9632;;;
14/10/2019;5.9597;;;
11/10/2019;5.9588;;;
10/10/2019;5.9344;;;
9/10/2019;5.8894;;;
8/10/2019;5.8919;;;
7/10/2019;5.9308;;;
4/10/2019;5.9038;;;
3/10/2019;5.9138;;;
2/10/2019;5.9286;;;
1/10/2019;5.9232;;;
30/09/2019;5.9303;;;
27/09/2019;5.9233;;;
26/09/2019;5.9084;;;
25/09/2019;5.906;;;
24/09/2019;5.8818;;;
23/09/2019;5.919;;;
20/09/2019;5.9467;;;
19/09/2019;5.9344;;;
18/09/2019;5.9504;;;
17/09/2019;5.9636;;;
16/09/2019;5.9607;;;
13/09/2019;6.0059;;;
12/09/2019;5.9688;;;
11/09/2019;6.004;;;
10/09/2019;6.0218;;;
9/09/2019;5.9693;;;
6/09/2019;5.9476;;;
5/09/2019;5.9682;;;
4/09/2019;5.9666;;;
3/09/2019;6.0211;;;
2/09/2019;5.9956;;;
30/08/2019;5.9822;;;
29/08/2019;6.0407;;;
28/08/2019;5.956;;;
27/08/2019;5.9543;;;
26/08/2019;5.9168;;;
